1	-1.4065E+05
50	-1.4141E+05
100	-1.4156E+05
150	-1.4165E+05
200	-1.4171E+05
250	-1.4175E+05
300	-1.4178E+05
350	-1.4181E+05
400	-1.4183E+05
450	-1.4185E+05
500	-1.4186E+05
550	-1.4200E+05
600	-1.4202E+05
650	-1.4204E+05
700	-1.4206E+05
750	-1.4207E+05
800	-1.4208E+05
850	-1.4209E+05
900	-1.4210E+05
950	-1.4211E+05
1000	-1.4212E+05
1050	-1.4213E+05
1100	-1.4214E+05
1150	-1.4215E+05
1200	-1.4216E+05
1250	-1.4216E+05
1300	-1.4217E+05
1350	-1.4218E+05
1400	-1.4219E+05
1450	-1.4219E+05
1500	-1.4221E+05
1550	-1.4222E+05
1600	-1.4222E+05
1650	-1.4223E+05
1700	-1.4224E+05
1750	-1.4224E+05
1800	-1.4225E+05
1850	-1.4225E+05
1900	-1.4226E+05
1950	-1.4226E+05
2000	-1.4227E+05
2050	-1.4227E+05
2100	-1.4228E+05
2150	-1.4228E+05
2200	-1.4229E+05
2250	-1.4229E+05
2300	-1.4229E+05
2350	-1.4229E+05
2400	-1.4230E+05
2450	-1.4230E+05
2500	-1.4230E+05
2550	-1.4230E+05
2600	-1.4231E+05
2650	-1.4231E+05
2700	-1.4231E+05
2750	-1.4232E+05
2800	-1.4232E+05
2850	-1.4233E+05
2900	-1.4233E+05
2950	-1.4233E+05
3000	-1.4233E+05
3050	-1.4234E+05
3100	-1.4234E+05
3150	-1.4235E+05
3200	-1.4235E+05
3250	-1.4235E+05
3300	-1.4235E+05
3350	-1.4236E+05
3400	-1.4236E+05
3450	-1.4237E+05
3500	-1.4237E+05
3550	-1.4237E+05
3600	-1.4238E+05
3650	-1.4238E+05
3700	-1.4238E+05
3750	-1.4238E+05
3800	-1.4239E+05
3850	-1.4240E+05
3900	-1.4240E+05
3950	-1.4241E+05
4000	-1.4241E+05
4050	-1.4241E+05
4100	-1.4241E+05
4150	-1.4241E+05
4200	-1.4241E+05
4250	-1.4242E+05
4300	-1.4242E+05
4350	-1.4242E+05
4400	-1.4243E+05
4450	-1.4243E+05
4500	-1.4243E+05
4550	-1.4243E+05
4600	-1.4243E+05
4650	-1.4243E+05
4700	-1.4243E+05
4750	-1.4244E+05
4800	-1.4244E+05
4850	-1.4244E+05
4900	-1.4244E+05
4950	-1.4244E+05
5000	-1.4245E+05
5050	-1.4245E+05
5100	-1.4245E+05
5150	-1.4245E+05
5200	-1.4245E+05
5250	-1.4245E+05
5300	-1.4245E+05
5350	-1.4245E+05
5400	-1.4245E+05
5450	-1.4245E+05
5500	-1.4246E+05
5550	-1.4246E+05
5600	-1.4246E+05
5650	-1.4246E+05
5700	-1.4246E+05
5750	-1.4246E+05
5800	-1.4246E+05
5850	-1.4246E+05
5900	-1.4246E+05
5950	-1.4246E+05
6000	-1.4247E+05
6050	-1.4247E+05
6100	-1.4247E+05
6150	-1.4247E+05
6200	-1.4247E+05
6250	-1.4247E+05
6300	-1.4247E+05
6350	-1.4248E+05
6400	-1.4248E+05
6450	-1.4248E+05
6500	-1.4248E+05
6550	-1.4249E+05
6600	-1.4249E+05
6650	-1.4249E+05
6700	-1.4249E+05
6750	-1.4249E+05
6800	-1.4249E+05
6850	-1.4249E+05
6900	-1.4249E+05
6923	-1.4249E+05
